	Unnamed: 0	Unnamed: 0.1	pdb	chain	alpha helix %	helix %	coil %	bridge %	coil %.1	strand %	turn %	radius of gyration	length of chain	percentages	number of chains	label
17	17	17	4iw6	B	0.695278969957	0.0300429184549	0.158798283262	0.0	0.158798283262	0.0386266094421	0.0772532188841	316.014850077	233	0.478439425051	4	r
18	18	18	4iw6	D	0.666666666667	0.0	0.333333333333	0.0	0.333333333333	0.0	0.0	22.127035679	9	0.0184804928131	4	p
19	19	19	1j81	A	0.148514851485	0.029702970297	0.148514851485	0.00990099009901	0.148514851485	0.39603960396	0.267326732673	211.650855199	101	0.870689655172	2	r
20	20	20	1j81	B	0.6	0.0	0.333333333333	0.0666666666667	0.333333333333	0.0	0.0	52.5887554844	15	0.129310344828	2	p
21	21	21	1j80	A	0.138613861386	0.039603960396	0.188118811881	0.029702970297	0.188118811881	0.39603960396	0.207920792079	210.491660869	101	0.870689655172	2	r
22	22	22	1j80	B	0.6	0.0	0.333333333333	0.0666666666667	0.333333333333	0.0	0.0	52.4507468711	15	0.129310344828	2	p
23	23	23	1j82	A	0.138613861386	0.039603960396	0.148514851485	0.029702970297	0.148514851485	0.39603960396	0.247524752475	213.863281111	101	0.870689655172	2	r
24	24	24	1j82	B	0.6	0.0	0.333333333333	0.0666666666667	0.333333333333	0.0	0.0	53.2741585156	15	0.129310344828	2	p
25	25	25	3bej	A	0.736842105263	0.0131578947368	0.140350877193	0.0	0.140350877193	0.0	0.109649122807	314.28499581	228	0.48	4	r
26	26	26	3bej	C	0.583333333333	0.0	0.166666666667	0.0	0.166666666667	0.0	0.25	33.8467177361	12	0.0252631578947	4	p
27	27	27	3bej	B	0.763392857143	0.0133928571429	0.107142857143	0.0	0.107142857143	0.0	0.116071428571	308.824099125	224	0.471578947368	4	r
28	28	28	3bej	D	0.636363636364	0.0	0.0909090909091	0.0	0.0909090909091	0.0	0.272727272727	29.6140300661	11	0.0231578947368	4	p
29	29	29	1mhc	A	0.257246376812	0.0217391304348	0.0905797101449	0.00724637681159	0.0905797101449	0.409420289855	0.213768115942	547.77890502	276	0.360313315927	6	r
30	30	30	1mhc	C	0.0	0.0	0.191919191919	0.020202020202	0.191919191919	0.494949494949	0.292929292929	186.692453238	99	0.129242819843	6	r
31	31	31	1mhc	B	0.25	0.0253623188406	0.108695652174	0.00724637681159	0.108695652174	0.402173913043	0.20652173913	548.739054033	276	0.360313315927	6	r
32	32	32	1mhc	E	0.0	0.0	0.5	0.0	0.5	0.0	0.5	35.2998489219	8	0.0104438642298	6	p
33	33	33	1mhc	D	0.0	0.0	0.191919191919	0.040404040404	0.191919191919	0.494949494949	0.272727272727	188.133014322	99	0.129242819843	6	r
34	34	34	1mhc	F	0.0	0.0	1.0	0.0	1.0	0.0	0.0	33.4277910937	8	0.0104438642298	6	p
35	35	35	1u00	A	0.418502202643	0.0264317180617	0.185022026432	0.00440528634361	0.185022026432	0.259911894273	0.105726872247	488.144915722	227	0.96186440678	2	r
36	36	36	1u00	B	0.0	0.0	0.777777777778	0.0	0.777777777778	0.222222222222	0.0	58.6448731605	9	0.0381355932203	2	p
37	37	37	2a3i	A	0.667984189723	0.0118577075099	0.142292490119	0.0	0.142292490119	0.0513833992095	0.126482213439	327.907580015	253	0.954716981132	2	r
38	38	38	2a3i	B	0.583333333333	0.0	0.416666666667	0.0	0.416666666667	0.0	0.0	34.225699625	12	0.0452830188679	2	p
39	39	39	3g43	A	0.581081081081	0.0	0.195945945946	0.0	0.195945945946	0.0540540540541	0.168918918919	374.135585859	148	0.235294117647	6	r
40	40	40	3g43	C	0.58904109589	0.0	0.232876712329	0.013698630137	0.232876712329	0.027397260274	0.13698630137	374.655738446	146	0.232114467409	6	r
41	41	41	3g43	B	0.612244897959	0.0	0.197278911565	0.0	0.197278911565	0.0544217687075	0.136054421769	269.550415333	147	0.233704292528	6	r
42	42	42	3g43	E	0.882352941176	0.0	0.117647058824	0.0	0.117647058824	0.0	0.0	914.951800216	68	0.108108108108	6	r
43	43	43	3g43	D	0.613333333333	0.0	0.226666666667	0.0	0.226666666667	0.0533333333333	0.106666666667	144.926188758	75	0.119236883943	6	r
44	44	44	3g43	F	0.933333333333	0.0	0.0666666666667	0.0	0.0666666666667	0.0	0.0	386.261543497	45	0.0715421303657	6	p
45	45	45	1mhw	A	0.300578034682	0.0924855491329	0.317919075145	0.0173410404624	0.317919075145	0.161849710983	0.109826589595	256.239659676	173	0.797235023041	2	r
46	46	46	1mhw	B	0.0	0.0731707317073	0.0975609756098	0.0487804878049	0.0975609756098	0.390243902439	0.390243902439	142.559812504	41	0.188940092166	2	p
47	47	47	3zvy	A	0.0	0.0923076923077	0.169230769231	0.0307692307692	0.169230769231	0.0769230769231	0.630769230769	138.599303466	65	0.928571428571	2	r
48	48	48	3zvy	B	0.0	0.0	0.8	0.2	0.8	0.0	0.0	18.68240752	5	0.0714285714286	2	p
49	49	49	1twf	A	0.369978858351	0.0324171952079	0.178294573643	0.0140944326991	0.178294573643	0.14940098661	0.255813953488	1735.17272892	1419	0.398819561551	10	r
50	50	50	1twf	C	0.203007518797	0.0639097744361	0.233082706767	0.00751879699248	0.233082706767	0.285714285714	0.206766917293	568.780137344	266	0.0747611017426	10	r
51	51	51	1twf	B	0.26873857404	0.0438756855576	0.18281535649	0.0146252285192	0.18281535649	0.233089579525	0.256855575868	1373.04484328	1094	0.307476110174	10	r
52	52	52	1twf	E	0.0	0.0225563909774	0.255639097744	0.0	0.255639097744	0.443609022556	0.278195488722	219.810974243	133	0.0373805508713	10	r
53	53	53	1twf	D	0.362790697674	0.0604651162791	0.144186046512	0.0093023255814	0.144186046512	0.232558139535	0.190697674419	354.65967525	215	0.0604272062957	10	r
54	54	54	1twf	G	0.350877192982	0.0263157894737	0.122807017544	0.0	0.122807017544	0.236842105263	0.263157894737	303.483181259	114	0.0320404721754	10	r
55	55	55	1twf	F	0.0	0.0245901639344	0.213114754098	0.016393442623	0.213114754098	0.286885245902	0.459016393443	445.604045793	122	0.0342889263631	10	r
56	56	56	1twf	I	0.538461538462	0.0	0.246153846154	0.0307692307692	0.246153846154	0.0	0.184615384615	158.281511912	65	0.0182686902754	10	p
57	57	57	1twf	H	0.333333333333	0.0357142857143	0.297619047619	0.0238095238095	0.297619047619	0.130952380952	0.178571428571	199.55649932	84	0.0236087689713	10	r
58	58	58	1twf	J	0.0	0.0	0.5	0.0217391304348	0.5	0.152173913043	0.326086956522	186.756669605	46	0.0129286115795	10	p
59	59	59	4gyy	A	0.464977645306	0.0685543964232	0.160953800298	0.00596125186289	0.160953800298	0.122205663189	0.177347242921	727.264577141	671	0.979562043796	2	r
60	60	60	4gyy	B	0.0	0.0	0.642857142857	0.0714285714286	0.642857142857	0.0	0.285714285714	106.960540434	14	0.0204379562044	2	p
61	61	61	3c4m	A	0.409381663113	0.0383795309168	0.159914712154	0.0255863539446	0.159914712154	0.18763326226	0.179104477612	666.08474143	469	0.959100204499	2	r
62	62	62	3c4m	B	0.9	0.0	0.1	0.0	0.1	0.0	0.0	81.3991252375	20	0.040899795501	2	p
63	63	63	2jld	A	0.280802292264	0.0916905444126	0.206303724928	0.0143266475645	0.206303724928	0.183381088825	0.223495702006	439.529862153	349	0.49433427762	3	r
64	64	64	2jld	C	0.0	0.0	0.5	0.0	0.5	0.5	0.0	63.4405799531	8	0.0113314447592	3	p
65	65	65	2jld	B	0.283667621777	0.0687679083095	0.191977077364	0.0143266475645	0.191977077364	0.189111747851	0.252148997135	437.997696044	349	0.49433427762	3	r
66	66	66	1pu9	A	0.312883435583	0.0552147239264	0.165644171779	0.00613496932515	0.165644171779	0.276073619632	0.184049079755	227.59978504	163	0.915730337079	2	r
67	67	67	1pu9	B	0.0	0.0	0.466666666667	0.0	0.466666666667	0.0	0.533333333333	127.476151769	15	0.0842696629213	2	p
68	68	68	4gyw	A	0.484892086331	0.0676258992806	0.16690647482	0.00575539568345	0.16690647482	0.119424460432	0.155395683453	772.426880399	695	0.980253878702	2	r
69	69	69	4gyw	B	0.0	0.0	0.642857142857	0.0714285714286	0.642857142857	0.0	0.285714285714	108.361997541	14	0.0197461212976	2	p
70	70	70	1a9e	A	0.256317689531	0.0108303249097	0.0830324909747	0.0072202166065	0.0830324909747	0.43321299639	0.209386281588	554.328223745	277	0.717616580311	3	r
71	71	71	1a9e	C	0.0	0.0	1.0	0.0	1.0	0.0	0.0	54.377666	9	0.0233160621762	3	p
72	72	72	1a9e	B	0.0	0.0	0.22	0.02	0.22	0.54	0.22	190.989096987	100	0.259067357513	3	r
73	73	73	3mi9	A	0.335365853659	0.0548780487805	0.19512195122	0.00609756097561	0.19512195122	0.143292682927	0.265243902439	444.359163685	328	0.525641025641	3	r
74	74	74	3mi9	C	0.142857142857	0.0612244897959	0.408163265306	0.0204081632653	0.408163265306	0.0	0.367346938776	175.449678232	49	0.0785256410256	3	p
75	75	75	3mi9	B	0.615384615385	0.0607287449393	0.17004048583	0.00404858299595	0.17004048583	0.0	0.14979757085	370.268515749	247	0.395833333333	3	r
76	76	76	2gpe	A	0.645833333333	0.0	0.166666666667	0.0	0.166666666667	0.1875	0.0	165.563526728	48	0.510638297872	2	p
77	77	77	2gpe	B	0.673913043478	0.0	0.130434782609	0.0	0.130434782609	0.195652173913	0.0	147.630700143	46	0.489361702128	2	p
78	78	78	3f9z	A	0.223602484472	0.0434782608696	0.173913043478	0.0124223602484	0.173913043478	0.347826086957	0.198757763975	266.968839434	161	0.952662721893	2	r
79	79	79	3f9z	B	0.0	0.0	0.75	0.0	0.75	0.25	0.0	56.4203169688	8	0.0473372781065	2	p
80	80	80	4gyo	A	0.849582172702	0.016713091922	0.133704735376	0.0	0.133704735376	0.0	0.0	479.219430348	359	0.986263736264	2	r
81	81	81	4gyo	B	0.0	0.0	1.0	0.0	1.0	0.0	0.0	21.15235872	5	0.0137362637363	2	p
82	82	82	1vgk	A	0.255474452555	0.0328467153285	0.109489051095	0.00729927007299	0.109489051095	0.416058394161	0.178832116788	525.629977568	274	0.717277486911	3	r
83	83	83	1vgk	C	0.0	0.0	1.0	0.0	1.0	0.0	0.0	57.7646669877	9	0.0235602094241	3	p
84	84	84	1vgk	B	0.0	0.0	0.191919191919	0.020202020202	0.191919191919	0.535353535354	0.252525252525	185.029437413	99	0.259162303665	3	r
85	85	85	4mga	A	0.677824267782	0.0376569037657	0.1589958159	0.0	0.1589958159	0.0376569037657	0.0878661087866	332.077389922	239	0.486761710794	4	r
86	86	86	4mga	C	0.7	0.0	0.3	0.0	0.3	0.0	0.0	26.07557655	10	0.020366598778	4	p
87	87	87	4mga	B	0.68669527897	0.0300429184549	0.171673819742	0.0	0.171673819742	0.0300429184549	0.0815450643777	318.85117679	233	0.474541751527	4	r
88	88	88	4mga	D	0.777777777778	0.0	0.222222222222	0.0	0.222222222222	0.0	0.0	21.1373061975	9	0.0183299389002	4	p
89	89	89	4mgb	A	0.669456066946	0.0376569037657	0.146443514644	0.0	0.146443514644	0.0376569037657	0.108786610879	334.608354683	239	0.487755102041	4	r
90	90	90	4mgb	C	0.6	0.0	0.4	0.0	0.4	0.0	0.0	25.67254609	10	0.0204081632653	4	p
91	91	91	4mgb	B	0.689655172414	0.0301724137931	0.150862068966	0.0	0.150862068966	0.0301724137931	0.0991379310345	317.303251413	232	0.473469387755	4	r
92	92	92	4mgb	D	0.777777777778	0.0	0.222222222222	0.0	0.222222222222	0.0	0.0	20.8097653827	9	0.0183673469388	4	p
93	93	93	4mgc	A	0.676595744681	0.0553191489362	0.136170212766	0.0	0.136170212766	0.0382978723404	0.0936170212766	323.227158514	235	0.482546201232	4	r
94	94	94	4mgc	C	0.777777777778	0.0	0.222222222222	0.0	0.222222222222	0.0	0.0	21.0740038272	9	0.0184804928131	4	p
95	95	95	4mgc	B	0.692307692308	0.025641025641	0.128205128205	0.0	0.128205128205	0.0384615384615	0.115384615385	322.173855253	234	0.480492813142	4	r
96	96	96	4mgc	D	0.666666666667	0.0	0.333333333333	0.0	0.333333333333	0.0	0.0	21.9264784444	9	0.0184804928131	4	p
97	97	97	4mgd	A	0.683333333333	0.0375	0.15	0.0	0.15	0.0291666666667	0.1	334.277625617	240	0.486815415822	4	r
98	98	98	4mgd	C	0.7	0.0	0.3	0.0	0.3	0.0	0.0	25.81830338	10	0.0202839756592	4	p
99	99	99	4mgd	B	0.683760683761	0.0299145299145	0.153846153846	0.0	0.153846153846	0.0299145299145	0.102564102564	320.93315807	234	0.474645030426	4	r
100	100	100	4mgd	D	0.777777777778	0.0	0.222222222222	0.0	0.222222222222	0.0	0.0	21.6884351605	9	0.0182555780933	4	p
101	101	101	1vgc	A	0.0	0.0229007633588	0.175572519084	0.0534351145038	0.175572519084	0.36641221374	0.381679389313	226.372535843	131	0.555084745763	3	r
102	102	102	1vgc	C	0.0	0.0	0.6	0.0	0.6	0.0	0.4	48.08792806	10	0.0423728813559	3	p
103	103	103	1vgc	B	0.2	0.0631578947368	0.126315789474	0.0210526315789	0.126315789474	0.347368421053	0.242105263158	195.218804568	95	0.402542372881	3	r
104	104	104	1e79	A	0.394308943089	0.0569105691057	0.158536585366	0.0162601626016	0.158536585366	0.197154471545	0.176829268293	673.930854974	492	0.148371531966	9	r
105	105	105	1e79	C	0.388211382114	0.0426829268293	0.180894308943	0.0243902439024	0.180894308943	0.184959349593	0.178861788618	664.20047718	492	0.148371531966	9	r
106	106	106	1e79	B	0.400406504065	0.0426829268293	0.166666666667	0.020325203252	0.166666666667	0.189024390244	0.180894308943	659.990858637	492	0.148371531966	9	r
107	107	107	1e79	E	0.345493562232	0.0536480686695	0.169527896996	0.0171673819742	0.169527896996	0.206008583691	0.208154506438	618.606665705	466	0.140530759952	9	r
108	108	108	1e79	D	0.351177730193	0.0535331905782	0.17130620985	0.00856531049251	0.17130620985	0.21199143469	0.203426124197	622.748221618	467	0.140832328106	9	r
109	109	109	1e79	G	0.574144486692	0.041825095057	0.117870722433	0.0	0.117870722433	0.125475285171	0.140684410646	729.044642088	263	0.079312424608	9	r
110	110	110	1e79	F	0.351931330472	0.0450643776824	0.19313304721	0.0171673819742	0.19313304721	0.195278969957	0.197424892704	627.014015028	466	0.140530759952	9	r
111	111	111	1e79	I	0.31914893617	0.063829787234	0.212765957447	0.0	0.212765957447	0.063829787234	0.340425531915	205.632073391	47	0.0141737032569	9	r
112	112	112	1e79	H	0.267175572519	0.0229007633588	0.152671755725	0.0152671755725	0.152671755725	0.404580152672	0.137404580153	263.541499519	131	0.0395054282268	9	r
113	113	113	3htu	A	0.453333333333	0.0	0.106666666667	0.0	0.106666666667	0.173333333333	0.266666666667	120.70031097	75	0.675675675676	2	r
114	114	114	3htu	B	0.833333333333	0.0	0.0555555555556	0.0	0.0555555555556	0.0	0.111111111111	241.126899314	36	0.324324324324	2	p
115	115	115	2atp	A	0.0	0.0	0.169491525424	0.0254237288136	0.169491525424	0.542372881356	0.262711864407	184.401202377	118	0.491666666667	3	r
116	116	116	2atp	C	0.0	0.0	0.142857142857	0.0	0.142857142857	0.0	0.857142857143	18.7050841224	7	0.0291666666667	3	p
117	117	117	2atp	B	0.0	0.0521739130435	0.130434782609	0.0173913043478	0.130434782609	0.521739130435	0.278260869565	185.615949535	115	0.479166666667	3	r
118	118	118	1u8m	A	0.0	0.079295154185	0.193832599119	0.0220264317181	0.193832599119	0.515418502203	0.189427312775	562.76445555	227	0.506696428571	3	r
119	119	119	1u8m	C	0.0	0.0	0.285714285714	0.142857142857	0.285714285714	0.0	0.571428571429	22.2272137143	7	0.015625	3	p
120	120	120	1u8m	B	0.0560747663551	0.0140186915888	0.158878504673	0.0373831775701	0.158878504673	0.495327102804	0.238317757009	479.773361925	214	0.477678571429	3	r
121	121	121	3jxt	A	0.210526315789	0.0	0.126315789474	0.0210526315789	0.126315789474	0.347368421053	0.294736842105	144.32202609	95	0.95	2	r
122	122	122	3jxt	B	0.0	0.0	0.4	0.0	0.4	0.6	0.0	22.4625304	5	0.05	2	p
123	123	123	1j8h	A	0.0497925311203	0.0248962655602	0.165975103734	0.0331950207469	0.165975103734	0.497925311203	0.228215767635	472.995396049	241	0.296798029557	5	r
124	124	124	1j8h	C	0.177777777778	0.0166666666667	0.105555555556	0.0111111111111	0.105555555556	0.466666666667	0.222222222222	583.530591164	180	0.221674876847	5	r
125	125	125	1j8h	B	0.0	0.0454545454545	0.247474747475	0.0252525252525	0.247474747475	0.424242424242	0.257575757576	471.263233325	198	0.243842364532	5	r
126	126	126	1j8h	E	0.0	0.0	0.846153846154	0.0	0.846153846154	0.153846153846	0.0	138.642000237	13	0.0160098522167	5	p
127	127	127	1j8h	D	0.122222222222	0.0277777777778	0.144444444444	0.0111111111111	0.144444444444	0.461111111111	0.233333333333	337.641852069	180	0.221674876847	5	r
128	128	128	4iwf	A	0.699152542373	0.0254237288136	0.122881355932	0.0	0.122881355932	0.0381355932203	0.114406779661	321.501608561	236	0.488612836439	4	r
129	129	129	4iwf	C	0.7	0.0	0.3	0.0	0.3	0.0	0.0	25.81694997	10	0.0207039337474	4	p
130	130	130	4iwf	B	0.697368421053	0.0526315789474	0.122807017544	0.0	0.122807017544	0.0394736842105	0.0877192982456	307.871480008	228	0.472049689441	4	r
131	131	131	4iwf	D	0.777777777778	0.0	0.222222222222	0.0	0.222222222222	0.0	0.0	21.468526716	9	0.0186335403727	4	p
132	132	132	4iwc	A	0.695833333333	0.025	0.125	0.0	0.125	0.0375	0.116666666667	328.090729143	240	0.484848484848	4	r
133	133	133	4iwc	C	0.7	0.0	0.3	0.0	0.3	0.0	0.0	23.02043769	10	0.020202020202	4	p
134	134	134	4iwc	B	0.669491525424	0.0296610169492	0.14406779661	0.0	0.14406779661	0.0381355932203	0.118644067797	319.86656873	236	0.476767676768	4	r
135	135	135	4iwc	D	0.777777777778	0.0	0.222222222222	0.0	0.222222222222	0.0	0.0	20.6189285926	9	0.0181818181818	4	p
136	136	136	4mg8	A	0.704166666667	0.0125	0.1125	0.0	0.1125	0.0375	0.133333333333	333.585127597	240	0.485829959514	4	r
137	137	137	4mg8	C	0.7	0.0	0.3	0.0	0.3	0.0	0.0	23.3612268	10	0.0202429149798	4	p
138	138	138	4mg8	B	0.683760683761	0.0299145299145	0.17094017094	0.0	0.17094017094	0.0384615384615	0.0769230769231	320.625721475	234	0.473684210526	4	r
139	139	139	4mg8	D	0.7	0.0	0.3	0.0	0.3	0.0	0.0	25.07979177	10	0.0202429149798	4	p
140	140	140	4mg9	A	0.680497925311	0.0414937759336	0.145228215768	0.0	0.145228215768	0.0373443983402	0.0954356846473	333.481974834	241	0.492842535787	4	r
141	141	141	4mg9	C	0.777777777778	0.0	0.222222222222	0.0	0.222222222222	0.0	0.0	20.6036295062	9	0.0184049079755	4	p
142	142	142	4mg9	B	0.7	0.0304347826087	0.130434782609	0.0	0.130434782609	0.0391304347826	0.1	310.952582833	230	0.470347648262	4	r
143	143	143	4mg9	D	0.777777777778	0.0	0.222222222222	0.0	0.222222222222	0.0	0.0	20.8028322716	9	0.0184049079755	4	p
144	144	144	4ggd	A	0.0	0.0	0.137820512821	0.0128205128205	0.137820512821	0.516025641026	0.333333333333	321.316465556	312	0.978056426332	2	r
145	145	145	4ggd	B	0.0	0.0	0.285714285714	0.0	0.285714285714	0.0	0.714285714286	20.6145332245	7	0.0219435736677	2	p
146	146	146	3tt8	A	0.4	0.1	0.333333333333	0.0	0.333333333333	0.166666666667	0.0	98.4627534111	30	0.294117647059	4	r
147	147	147	3tt8	C	0.619047619048	0.0	0.238095238095	0.047619047619	0.238095238095	0.0952380952381	0.0	64.1292946395	21	0.205882352941	4	p
148	148	148	3tt8	B	0.4	0.1	0.4	0.0333333333333	0.4	0.0666666666667	0.0	104.448634336	30	0.294117647059	4	p
149	149	149	3tt8	D	0.47619047619	0.142857142857	0.190476190476	0.047619047619	0.190476190476	0.0	0.142857142857	59.183681941	21	0.205882352941	4	p
150	150	150	2vaa	A	0.259124087591	0.029197080292	0.0912408759124	0.00729927007299	0.0912408759124	0.412408759124	0.200729927007	534.646436586	274	0.719160104987	3	r
151	151	151	2vaa	C	0.0	0.0	1.0	0.0	1.0	0.0	0.0	51.8596151719	8	0.0209973753281	3	p
152	152	152	2vaa	B	0.0	0.0	0.171717171717	0.020202020202	0.171717171717	0.505050505051	0.30303030303	187.792824898	99	0.259842519685	3	r
153	153	153	1xw7	A	0.566666666667	0.1	0.133333333333	0.0	0.133333333333	0.1	0.1	107.38146171	30	0.294117647059	4	r
154	154	154	1xw7	C	0.619047619048	0.0	0.333333333333	0.047619047619	0.333333333333	0.0	0.0	61.6282293832	21	0.205882352941	4	p
155	155	155	1xw7	B	0.566666666667	0.1	0.233333333333	0.0333333333333	0.233333333333	0.0666666666667	0.0	106.342008801	30	0.294117647059	4	r
156	156	156	1xw7	D	0.47619047619	0.142857142857	0.190476190476	0.047619047619	0.190476190476	0.0	0.142857142857	61.2458324308	21	0.205882352941	4	p
157	157	157	4ggn	A	0.619047619048	0.0	0.15873015873	0.00793650793651	0.15873015873	0.0952380952381	0.119047619048	289.085257021	126	0.893617021277	2	r
158	158	158	4ggn	B	0.866666666667	0.0	0.133333333333	0.0	0.133333333333	0.0	0.0	49.5824983378	15	0.106382978723	2	p
159	159	159	3hsv	A	0.0375939849624	0.0451127819549	0.12030075188	0.0	0.12030075188	0.518796992481	0.278195488722	214.302353081	133	0.481884057971	3	r
160	160	160	3hsv	C	0.0	0.0	0.909090909091	0.0909090909091	0.909090909091	0.0	0.0	66.0163049752	11	0.0398550724638	3	p
161	161	161	3hsv	B	0.0378787878788	0.0909090909091	0.128787878788	0.00757575757576	0.128787878788	0.522727272727	0.212121212121	208.460503418	132	0.478260869565	3	r
162	162	162	4mg6	A	0.695278969957	0.0257510729614	0.145922746781	0.0	0.145922746781	0.0386266094421	0.0944206008584	328.624309178	233	0.480412371134	4	r
163	163	163	4mg6	C	0.777777777778	0.0	0.222222222222	0.0	0.222222222222	0.0	0.0	20.7738602222	9	0.0185567010309	4	p
164	164	164	4mg6	B	0.683760683761	0.0299145299145	0.149572649573	0.0	0.149572649573	0.0384615384615	0.0982905982906	319.87662216	234	0.482474226804	4	r
165	165	165	4mg6	D	0.777777777778	0.0	0.222222222222	0.0	0.222222222222	0.0	0.0	21.3650451358	9	0.0185567010309	4	p
166	166	166	4mg7	A	0.68487394958	0.0252100840336	0.159663865546	0.0	0.159663865546	0.0378151260504	0.0924369747899	334.916713534	238	0.486707566462	4	r
167	167	167	4mg7	C	0.7	0.0	0.3	0.0	0.3	0.0	0.0	26.35542956	10	0.0204498977505	4	p
168	168	168	4mg7	B	0.685344827586	0.0129310344828	0.150862068966	0.0	0.150862068966	0.0387931034483	0.112068965517	319.279763898	232	0.474437627812	4	r
169	169	169	4mg7	D	0.777777777778	0.0	0.222222222222	0.0	0.222222222222	0.0	0.0	20.4871970123	9	0.0184049079755	4	p
170	170	170	1f2s	A	0.0762331838565	0.0269058295964	0.152466367713	0.0313901345291	0.152466367713	0.331838565022	0.381165919283	253.99622218	223	0.888446215139	2	r
171	171	171	1f2s	B	0.0	0.107142857143	0.428571428571	0.0357142857143	0.428571428571	0.214285714286	0.214285714286	55.634129324	28	0.111553784861	2	p
172	172	172	1a92	A	0.92	0.0	0.08	0.0	0.08	0.0	0.0	336.487528874	50	0.505050505051	2	p
173	173	173	1a92	B	0.918367346939	0.0	0.0816326530612	0.0	0.0816326530612	0.0	0.0	332.549201063	49	0.494949494949	2	p
174	174	174	1k5n	A	0.257246376812	0.0326086956522	0.105072463768	0.00724637681159	0.105072463768	0.409420289855	0.188405797101	532.312469772	276	0.716883116883	3	r
175	175	175	1k5n	C	0.0	0.0	1.0	0.0	1.0	0.0	0.0	56.6064471605	9	0.0233766233766	3	p
176	176	176	1k5n	B	0.0	0.0	0.21	0.02	0.21	0.47	0.3	190.044939778	100	0.25974025974	3	r
177	177	177	2vay	A	0.623287671233	0.0	0.184931506849	0.0	0.184931506849	0.0547945205479	0.13698630137	263.839307082	146	0.874251497006	2	r
178	178	178	2vay	B	0.761904761905	0.0	0.047619047619	0.0	0.047619047619	0.0	0.190476190476	89.4922568254	21	0.125748502994	2	p
179	179	179	2erz	A	0.359281437126	0.0449101796407	0.22754491018	0.0209580838323	0.22754491018	0.146706586826	0.200598802395	390.835440618	334	0.943502824859	2	r
180	180	180	2erz	B	0.35	0.0	0.4	0.05	0.4	0.0	0.2	119.027266655	20	0.0564971751412	2	p
181	181	181	4yiz	A	0.0	0.0876288659794	0.203608247423	0.0386597938144	0.203608247423	0.270618556701	0.399484536082	542.630729972	388	0.908665105386	2	r
182	182	182	4yiz	B	0.0	0.0769230769231	0.307692307692	0.0512820512821	0.307692307692	0.153846153846	0.410256410256	185.824700129	39	0.0913348946136	2	p
183	183	183	3go1	A	0.0	0.0810810810811	0.175675675676	0.027027027027	0.175675675676	0.509009009009	0.207207207207	427.446428685	222	0.498876404494	3	r
184	184	184	3go1	C	0.0	0.0	0.714285714286	0.0	0.714285714286	0.0	0.285714285714	57.6211083112	14	0.0314606741573	3	p
